ID,Tweet,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
Enull,overcast,0,0,0,0,0,0,0,0
Enull,overcharged,0,0,0,0,0,0,0,0
Enull,overcoat,0,0,0,0,0,0,0,0
Enull,overdo,0,0,0,0,0,0,0,0
Enull,overdose,0,0,0,0,0,0,0,0
Enull,overdue,0,1,0,0,0,1,1,0
Enull,overestimate,0,0,0,0,0,0,1,0
Enull,overestimated,0,0,0,0,0,0,0,0
Enull,overflow,0,0,0,0,0,0,0,0
Enull,overflowing,0,0,0,0,0,0,0,0
Enull,overgrown,0,0,0,0,0,0,0,0
Enull,overgrowth,0,0,0,0,0,0,0,0
Enull,overhanging,0,0,0,0,0,0,0,0
Enull,overhaul,0,0,0,0,0,0,0,0
Enull,overhead,0,0,0,0,0,0,0,0
Enull,overjoyed,0,0,0,0,1,0,0,0
Enull,overlaid,0,0,0,0,0,0,0,0
Enull,overlap,0,0,0,0,0,0,0,0
Enull,overlay,0,0,0,0,0,0,0,0
Enull,overload,0,0,0,0,0,1,0,0
Enull,overlying,0,0,0,0,0,0,0,0
Enull,overpaid,0,0,0,0,0,0,0,0
Enull,overpass,0,0,0,0,0,0,0,0
Enull,overpower,0,0,0,0,0,0,0,0
Enull,overpowering,1,0,0,1,0,0,0,0
Enull,overpriced,1,0,1,0,0,1,0,0
Enull,override,0,0,0,0,0,0,0,0
Enull,overrule,0,0,0,0,0,0,0,0
Enull,overseer,0,0,0,0,0,0,0,0
Enull,overshadow,0,0,0,0,0,0,0,0
Enull,oversight,0,0,0,0,0,0,0,0
Enull,overstate,0,0,0,0,0,0,0,0
Enull,overstock,0,0,0,0,0,0,0,0
Enull,overt,0,0,0,1,0,0,0,0
Enull,overtake,0,0,0,0,0,0,0,0
Enull,overtaken,0,0,0,0,0,0,0,0
Enull,overthrow,0,1,0,1,0,0,0,0
Enull,overture,0,1,0,0,0,0,0,0
Enull,overturn,0,0,0,0,0,0,0,0
Enull,overwhelm,0,0,0,0,0,0,0,0
Enull,overwhelmed,0,0,0,0,0,1,0,0
Enull,overwhelming,0,0,0,0,0,0,0,0
Enull,overzealous,0,0,0,0,0,0,0,0
Enull,owe,0,0,0,0,0,0,0,0
Enull,owing,1,1,1,1,0,1,0,1
Enull,owner,0,0,0,0,0,0,0,0
Enull,ownership,0,0,0,0,0,0,0,0
Enull,ox,0,0,0,0,0,0,0,0
Enull,oxidation,0,0,0,0,0,0,0,0
Enull,oxygen,0,0,0,0,0,0,0,0
Enull,oxymoron,0,0,0,0,0,0,0,0
Enull,oyster,0,0,0,0,0,0,0,0
Enull,pace,0,0,0,0,0,0,0,0
Enull,pacific,0,0,0,0,0,0,0,0
Enull,pacify,0,0,0,0,0,0,0,0
Enull,pack,0,0,0,0,0,0,0,0
Enull,package,0,0,0,0,0,0,0,0
Enull,packer,0,0,0,0,0,0,0,0
Enull,packet,0,0,0,0,0,0,0,0
Enull,pact,0,0,0,0,0,0,0,1
Enull,pad,0,0,0,0,0,0,0,0
Enull,padding,0,0,0,0,0,0,0,0
Enull,paddle,0,1,0,0,0,0,0,0
Enull,paddock,0,0,0,0,0,0,0,0
Enull,paddy,0,0,0,0,0,0,0,0
Enull,padlock,0,0,0,0,0,0,0,0
Enull,padre,0,0,0,0,0,0,0,0
Enull,pagan,0,0,0,0,0,0,0,0
Enull,paganism,0,0,0,0,0,0,0,0
Enull,page,0,0,0,0,0,0,0,0
Enull,pageant,0,0,0,0,0,0,0,0
Enull,pagination,0,0,0,0,0,0,0,0
Enull,pagoda,0,0,0,0,0,0,0,0
Enull,pail,0,0,0,0,0,0,0,0
Enull,pain,0,0,0,1,0,1,0,0
Enull,pained,0,0,0,1,0,1,0,0
Enull,painful,1,0,1,1,0,1,0,0
Enull,painfully,0,0,0,0,0,1,0,0
Enull,painless,0,0,0,0,0,0,0,0
Enull,pains,0,0,0,0,0,0,0,0
Enull,painstaking,0,0,0,0,0,0,0,0
Enull,paint,0,0,0,0,0,0,0,0
Enull,painted,0,0,0,0,0,0,0,0
Enull,painter,0,0,0,0,0,0,0,0
Enull,painting,0,0,0,0,0,0,0,0
Enull,pair,0,0,0,0,0,0,0,0
Enull,pajamas,0,0,0,0,0,0,0,0
Enull,pal,0,0,0,0,0,0,0,0
Enull,palace,0,0,0,0,0,0,0,0
Enull,palatable,0,0,0,0,0,0,0,0
Enull,palate,0,0,0,0,0,0,0,0
Enull,paleontology,0,0,0,0,0,0,0,0
Enull,palette,0,0,0,0,0,0,0,0
Enull,pall,0,0,0,0,0,0,0,0
Enull,palladium,0,0,0,0,0,0,0,0
Enull,pallet,0,0,0,0,0,0,0,0
Enull,palliative,0,0,0,0,0,0,0,0
Enull,palm,0,0,0,0,0,0,0,0
Enull,palmer,0,0,0,0,0,0,0,0
Enull,palpable,0,0,0,0,0,0,1,0
Enull,palsy,0,0,1,1,0,1,0,0
Enull,paltry,0,0,0,0,0,0,0,0
Enull,pamper,0,0,0,0,0,0,0,0
Enull,pamphlet,0,0,0,0,0,0,0,0
Enull,pan,0,0,0,0,0,0,0,0
Enull,panacea,0,0,0,0,0,0,0,0
Enull,panache,0,0,0,0,0,0,0,0
Enull,pancake,0,0,0,0,0,0,0,0
Enull,pandemic,0,0,0,1,0,1,0,0
Enull,panel,0,0,0,0,0,0,0,0
Enull,pang,0,0,0,0,0,0,1,0
Enull,panic,0,0,0,1,0,0,0,0
Enull,panier,0,0,0,0,0,0,0,0
Enull,panorama,0,0,0,0,0,0,0,0
Enull,panoramic,0,0,0,0,0,0,0,0
Enull,pant,0,0,0,0,0,0,0,0
Enull,pantheon,0,0,0,0,0,0,0,0
Enull,panther,0,0,0,0,0,0,0,0
Enull,panties,0,0,0,0,0,0,0,0
Enull,pantomime,0,0,0,0,0,0,0,0
Enull,pantry,0,0,0,0,0,0,0,0
Enull,pants,0,0,0,0,0,0,0,0
Enull,pap,0,0,0,0,0,0,0,0
Enull,papacy,0,0,0,0,0,0,0,0
Enull,papal,0,0,0,0,0,0,0,0
Enull,paper,0,0,0,0,0,0,0,0
Enull,paprika,0,0,0,0,0,0,0,0
Enull,papyrus,0,0,0,0,0,0,0,0
Enull,par,0,0,0,0,0,0,0,0
Enull,parable,0,0,0,0,0,0,0,0
Enull,parabola,0,0,0,0,0,0,0,0
Enull,parabolic,0,0,0,0,0,0,0,0
Enull,parachute,0,0,0,1,0,0,0,0
Enull,parade,0,1,0,1,1,0,1,0
Enull,paradigm,0,0,0,0,0,0,0,0
Enull,paradox,0,0,0,0,0,0,0,0
Enull,paradoxical,0,0,0,0,0,0,0,0
Enull,paraffin,0,0,0,0,0,0,0,0
Enull,paragon,0,1,0,0,1,0,0,1
Enull,paragraph,0,0,0,0,0,0,0,0
Enull,parallax,0,0,0,0,0,0,0,0
Enull,parallel,0,0,0,0,0,0,0,0
Enull,parallelism,0,0,0,0,0,0,0,0
Enull,paralysis,1,1,0,1,0,1,0,0
Enull,paralyzed,1,0,0,1,0,1,1,0
Enull,paramount,0,0,0,0,0,0,0,0
Enull,paranoia,0,0,0,1,0,0,0,0
Enull,parapet,0,0,0,0,0,0,0,0
Enull,paraphernalia,0,0,0,0,0,0,0,0
Enull,paraphrase,0,0,0,0,0,0,0,0
Enull,parasite,0,0,1,1,0,0,0,0
Enull,parasol,0,0,0,0,0,0,0,0
Enull,parcel,0,0,0,0,0,0,0,0
Enull,parcels,0,0,0,0,0,0,0,0
Enull,parchment,0,0,0,0,0,0,0,0
Enull,pardon,0,0,0,0,0,0,0,0
Enull,pare,1,1,0,1,0,1,0,0
Enull,parenchyma,0,0,0,0,0,0,0,0
Enull,parent,0,0,0,0,0,0,0,0
Enull,parentage,0,0,0,0,0,0,0,0
Enull,parental,0,0,0,0,0,0,0,0
Enull,parenthesis,0,0,0,0,0,0,0,0
Enull,parenthetical,0,0,0,0,0,0,0,0
Enull,parietal,0,0,0,0,0,0,0,1
Enull,paring,0,0,0,0,0,0,0,0
Enull,parish,0,0,0,0,0,0,0,1
Enull,parity,0,0,0,0,0,0,0,0
Enull,park,0,0,0,0,0,0,0,0
Enull,parlance,0,0,0,0,0,0,0,0
Enull,parliament,0,0,0,0,0,0,0,1
Enull,parliamentary,0,0,0,0,0,0,0,0
Enull,parlor,0,0,0,0,0,0,0,0
Enull,parole,0,1,0,0,0,0,0,0
Enull,parquet,0,0,0,0,0,0,0,0
Enull,parrot,0,0,1,0,0,0,0,0
Enull,parry,0,0,0,0,0,0,0,0
Enull,parse,0,0,0,0,0,0,0,0
Enull,parsimonious,0,0,0,0,0,0,0,0
Enull,parsimony,0,0,0,0,0,0,0,0
Enull,parsley,0,0,0,0,0,0,0,0
Enull,parson,0,0,0,0,0,0,0,0
Enull,part,0,0,0,0,0,0,0,0
Enull,partake,0,0,0,0,0,0,0,1
Enull,partiality,0,0,0,0,0,0,0,0
Enull,partially,0,0,0,0,0,0,0,0
Enull,participate,0,0,0,0,0,0,0,0
Enull,participation,0,0,0,0,0,0,0,0
Enull,particle,0,0,0,0,0,0,0,0
Enull,particularity,0,0,0,0,0,0,0,0
Enull,particulars,0,0,0,0,0,0,0,0
Enull,parting,0,0,0,0,0,1,0,0
Enull,partisan,0,0,0,0,0,0,0,0
Enull,partisanship,0,0,0,0,0,0,0,0
Enull,partition,0,0,0,0,0,0,0,0
Enull,partly,0,0,0,0,0,0,0,0
Enull,partner,0,0,0,0,0,0,0,0
Enull,partnership,0,0,0,0,0,0,0,1
Enull,parts,0,0,0,0,0,0,0,0
Enull,party,0,0,0,0,0,0,0,0
Enull,pas,0,0,0,0,0,0,0,0
Enull,pass,0,0,0,0,0,0,0,0
Enull,passable,0,0,0,0,0,0,0,0
Enull,passage,0,0,0,0,0,0,0,0
Enull,passageway,0,0,0,0,0,0,0,0
Enull,passe,0,0,0,0,0,0,0,0
Enull,passenger,0,1,0,0,0,0,0,0
Enull,passim,0,0,0,0,0,0,0,0
Enull,passing,0,0,0,0,0,0,0,0
Enull,passion,0,1,0,0,1,0,0,1
Enull,passionate,0,1,0,0,1,0,0,1
Enull,passive,0,0,0,0,0,0,0,0
Enull,passivity,0,0,0,0,0,0,0,0
Enull,passport,0,0,0,0,0,0,0,0
Enull,past,0,0,0,0,0,0,0,0
Enull,paste,0,0,0,0,0,0,0,0
Enull,pastel,0,0,0,0,0,0,0,0
Enull,pastime,0,0,0,0,0,0,0,0
Enull,pastor,0,0,0,0,1,0,0,1
Enull,pastry,0,0,0,0,1,0,0,0
Enull,pasture,0,0,0,0,0,0,0,0
Enull,pasty,0,0,0,0,0,0,0,0
Enull,pat,0,0,0,0,0,0,0,0
Enull,patch,0,0,0,0,0,0,0,0
Enull,patchwork,0,0,0,0,0,0,0,0
Enull,pate,0,0,0,0,0,0,0,0
Enull,patella,0,0,0,0,0,0,0,0
Enull,patent,0,0,0,0,0,0,0,0
Enull,paternal,0,0,0,0,0,0,0,0
Enull,paternity,0,0,0,0,0,0,0,0
Enull,path,0,0,0,0,0,0,0,0
Enull,pathetic,0,0,1,0,0,1,0,0
Enull,pathology,0,0,0,0,0,0,0,0
Enull,pathos,0,0,0,0,0,0,0,0
Enull,pathway,0,0,0,0,0,0,0,0
Enull,patience,0,1,0,0,0,0,0,1
Enull,patient,0,1,0,0,0,0,0,0
Enull,patio,0,0,0,0,0,0,0,0
Enull,patriarch,0,0,0,0,0,0,0,0
Enull,patriarchal,0,0,0,0,0,0,0,1
Enull,patrimony,0,0,0,0,0,0,0,0
Enull,patriot,0,0,0,0,0,0,0,0
Enull,patriotic,0,0,0,0,0,0,0,0
Enull,patriotism,0,0,0,0,0,0,0,0
Enull,patrol,0,0,0,0,0,0,0,1
Enull,patron,0,0,0,0,0,0,0,1
Enull,patronage,0,0,0,0,0,0,0,1
Enull,patronize,0,0,0,0,0,0,0,0
Enull,patronizing,0,0,0,0,0,0,0,0
Enull,patter,1,0,0,0,0,0,0,0
Enull,pattern,0,0,0,0,0,0,0,0
Enull,paucity,1,0,1,0,0,1,0,0
Enull,pauper,0,0,0,0,0,1,0,0
Enull,pause,0,0,0,0,0,0,0,0
Enull,pave,0,0,0,0,0,0,0,0
Enull,pavement,0,0,0,0,0,0,0,1
Enull,pavilion,0,0,0,0,0,0,0,0
Enull,paving,0,0,0,0,0,0,0,0
Enull,paw,0,0,0,0,0,0,0,0
Enull,pawn,0,0,0,0,0,0,0,1
Enull,pax,0,0,0,0,0,0,0,0
Enull,pay,0,1,0,0,1,0,0,1
Enull,payback,1,0,0,0,0,0,0,0
Enull,payer,0,0,0,0,0,0,0,0
Enull,payment,0,0,0,0,0,0,0,0
Enull,pea,0,0,0,0,0,0,0,0
Enull,peace,0,1,0,0,1,0,0,1
Enull,peaceable,0,0,0,0,0,0,0,0
Enull,peaceful,0,1,0,0,1,0,1,1
Enull,peacock,0,0,0,0,0,0,0,0
Enull,peak,0,0,0,0,0,0,0,0
Enull,peaked,0,0,0,0,0,0,0,0
Enull,pearl,0,0,0,0,0,0,0,0
Enull,peasant,0,0,0,0,0,0,0,0
Enull,peat,0,0,0,0,0,0,0,0
Enull,pebble,0,0,0,0,0,0,0,0
Enull,peck,0,0,0,0,0,0,0,0
Enull,peculiar,0,0,0,0,0,0,0,0
Enull,peculiarities,0,0,0,0,0,0,0,0
Enull,peculiarity,0,0,0,0,0,0,0,0
Enull,peculiarly,0,0,0,0,0,0,0,0
Enull,pecuniary,0,0,0,0,0,0,0,0
Enull,pedal,0,0,0,0,0,0,0,0
Enull,pedantic,0,0,0,0,0,0,0,0
Enull,peddle,0,0,0,0,0,0,0,0
Enull,pedestal,0,0,0,0,0,0,0,0
Enull,pedestrian,0,0,0,0,0,0,0,0
Enull,pediatrics,0,0,0,0,0,0,0,0
Enull,pedigree,0,0,0,0,0,0,0,1
Enull,pedometer,0,0,0,0,0,0,0,0
Enull,peel,0,0,0,0,0,0,0,0
Enull,peep,0,0,0,0,0,0,0,0
Enull,peer,0,0,0,0,0,0,0,0
Enull,peering,0,0,0,0,0,0,0,0
Enull,peerless,0,0,0,0,0,0,0,0
Enull,peg,0,0,0,0,0,0,0,0
Enull,pegs,0,0,0,0,0,0,0,0
Enull,pelagic,0,0,0,0,0,0,0,0
Enull,pellet,0,0,0,0,0,0,0,0
Enull,pen,0,0,0,0,0,0,0,0
Enull,penal,0,0,0,1,0,1,0,0
Enull,penalty,1,0,0,1,0,1,0,0
Enull,penance,0,0,0,1,0,1,0,0
Enull,penchant,0,0,0,0,0,0,0,0
Enull,pencil,0,0,0,0,0,0,0,0
Enull,pendant,0,0,0,0,0,0,0,0
Enull,pendency,0,0,0,0,0,0,0,0
Enull,pendent,0,0,0,0,0,0,0,0
Enull,pending,0,0,0,0,0,0,0,0
Enull,pendulum,0,0,0,0,0,0,0,0
Enull,penetrate,0,0,0,0,0,0,0,0
Enull,penetrating,0,0,0,0,0,0,0,0
Enull,penetration,1,0,0,1,0,0,0,0
Enull,peninsula,0,0,0,0,0,0,0,0
Enull,penitentiary,1,0,0,0,0,0,0,0
Enull,pennant,0,0,0,0,0,0,0,0
Enull,penniless,0,0,0,0,0,0,0,0
Enull,penny,0,0,0,0,0,0,0,0
Enull,pension,0,0,0,0,0,0,0,0
Enull,pensioner,0,0,0,0,0,0,0,0
Enull,pensive,0,0,0,0,0,1,0,0
Enull,pentagon,0,0,0,0,0,0,0,0
Enull,penthouse,0,0,0,0,0,0,0,0
Enull,penultimate,0,0,0,0,0,0,0,0
Enull,people,0,0,0,0,0,0,0,0
Enull,peopled,0,0,0,0,0,0,0,0
Enull,pepper,0,0,0,0,0,0,0,0
Enull,peptic,0,0,0,0,0,0,0,0
Enull,perceive,0,0,0,0,0,0,0,1
Enull,percentage,0,0,0,0,0,0,0,0
Enull,perceptible,0,0,0,0,0,0,0,0
Enull,perception,0,0,0,0,0,0,0,0
Enull,perceptive,0,0,0,0,0,0,0,0
Enull,perch,0,0,0,0,0,0,0,0
Enull,perchance,0,0,0,0,0,0,1,0
Enull,percolation,0,0,0,0,0,0,0,0
Enull,percussion,0,0,0,0,0,0,0,0
Enull,perdition,1,0,1,1,0,1,0,0
Enull,peremptory,0,0,0,0,0,0,0,0
Enull,perennial,0,0,0,0,0,0,0,1
Enull,perfect,0,1,0,0,1,0,0,1
Enull,perfection,0,1,0,0,1,0,1,1
Enull,perforated,0,0,0,0,0,0,0,0
Enull,perforation,0,0,0,0,0,0,0,0
Enull,perforce,0,0,0,0,0,0,0,0
Enull,perform,0,0,0,0,0,0,0,0
Enull,performance,0,0,0,0,0,0,0,0
Enull,performer,0,0,0,0,0,0,0,0
Enull,perfume,0,0,0,0,0,0,0,0
Enull,perfumed,0,0,0,0,0,0,0,0
Enull,peri,0,0,0,0,0,0,1,0
Enull,peridot,0,0,0,0,0,0,0,0
Enull,peril,0,1,0,1,0,1,0,0
Enull,perilous,0,1,0,1,0,1,0,0
Enull,perimeter,0,0,0,0,0,0,0,0
Enull,period,0,0,0,0,0,0,0,0
Enull,periodic,0,0,0,0,0,0,0,0
Enull,periodical,0,0,0,0,0,0,0,0
Enull,periodically,0,0,0,0,0,0,0,0
Enull,periodicity,0,0,0,0,0,0,0,1
Enull,periphery,0,0,0,0,0,0,0,0
Enull,perish,0,0,0,1,0,1,0,0
Enull,perishable,0,0,0,0,0,0,0,0
Enull,perished,0,0,0,0,0,1,0,0
Enull,perishing,0,0,0,1,0,1,0,0
Enull,perjury,0,0,0,1,0,0,1,0
Enull,perk,0,0,0,0,0,0,0,0
Enull,permanence,0,0,0,0,0,0,0,0
Enull,permeable,0,0,0,0,0,0,0,0
Enull,permeate,0,0,0,0,0,0,0,0
Enull,permeation,0,0,0,0,0,0,0,0
Enull,permissible,0,0,0,0,0,0,0,0
Enull,permission,0,0,0,0,0,0,0,0
Enull,permissive,0,0,0,0,0,0,0,0
Enull,permit,0,0,0,0,0,0,0,0
Enull,permitted,0,0,0,0,0,0,0,0
Enull,permitting,0,0,0,0,0,0,0,0
Enull,permutation,0,0,0,0,0,0,0,0
Enull,pernicious,1,0,0,1,0,1,0,0
Enull,perpendicular,0,0,0,0,0,0,0,0
Enull,perpetrate,0,0,0,0,0,0,0,0
Enull,perpetrator,1,0,1,1,0,1,0,0
Enull,perpetual,0,0,0,0,0,0,0,0
Enull,perpetually,0,0,0,0,0,0,0,0
Enull,perpetuate,0,1,0,0,0,0,0,0
Enull,perpetuation,0,0,0,0,0,0,0,0
Enull,perpetuity,0,1,0,0,0,0,0,1
Enull,perplexed,0,0,0,0,0,0,0,0
Enull,perplexing,0,0,0,0,0,0,0,0
Enull,perplexity,0,0,0,0,0,1,0,0
Enull,persecute,1,0,0,1,0,0,0,0
Enull,persecution,1,0,1,1,0,1,0,0
Enull,perseverance,0,0,0,0,0,0,0,0
Enull,persevere,0,0,0,0,0,0,0,0
Enull,persist,0,0,0,0,0,0,0,0
Enull,persistence,0,0,0,0,0,0,0,0
Enull,persistent,0,0,0,0,0,0,0,0
Enull,persisting,0,0,0,0,0,0,0,0
Enull,person,0,0,0,0,0,0,0,0
Enull,personable,0,0,0,0,0,0,0,0
Enull,personage,0,0,0,0,0,0,0,0
Enull,personal,0,0,0,0,0,0,0,1
Enull,personification,0,0,0,0,0,0,0,0
Enull,personnel,0,0,0,0,0,0,0,0
Enull,persons,0,0,0,0,0,0,0,0
Enull,perspective,0,0,0,0,0,0,0,0
Enull,perspiration,0,0,1,0,0,0,0,0
Enull,persuade,0,0,0,0,0,0,0,1
Enull,persuasion,0,0,0,0,0,0,0,0
Enull,persuasive,0,0,0,0,0,0,0,0
Enull,pert,0,0,0,0,0,0,0,0
Enull,pertinent,0,0,0,0,0,0,0,1
Enull,perturbation,0,0,0,1,0,0,0,0
Enull,pertussis,0,0,0,0,0,0,0,0
Enull,perusal,0,0,0,0,0,0,0,0
Enull,peruse,0,0,0,0,0,0,0,0
Enull,pervading,0,0,0,0,0,0,0,0
Enull,perverse,1,0,1,1,0,0,0,0
Enull,perversion,1,0,1,0,0,1,0,0
Enull,pervert,1,0,1,0,0,0,0,0
Enull,perverted,0,0,1,0,0,0,0,0
Enull,pessimism,1,0,0,1,0,1,0,0
Enull,pessimist,0,0,0,1,0,1,0,0
Enull,pest,1,0,1,1,0,0,0,0
Enull,pestilence,0,0,1,1,0,0,0,0
Enull,pet,0,0,0,0,0,0,0,0
Enull,petition,0,0,0,0,0,0,0,0
Enull,petitioner,0,0,0,0,0,0,0,0
Enull,petrol,0,0,0,0,0,0,0,0
Enull,petroleum,0,0,1,0,0,0,0,0
Enull,petting,0,0,0,0,0,0,0,0
Enull,petty,0,0,0,0,0,0,0,0
Enull,pew,0,0,0,0,0,0,0,0
Enull,pewter,0,0,0,0,0,0,0,0
Enull,phalanx,0,0,0,1,0,0,0,1
Enull,phantom,0,0,0,1,0,0,0,0
Enull,pharmaceutical,0,0,0,0,0,0,0,0
Enull,pharmacist,0,0,0,0,0,0,0,0
Enull,pharmacology,0,0,0,0,0,0,0,0
Enull,pharmacy,0,0,0,0,0,0,0,0
Enull,phase,0,0,0,0,0,0,0,0
Enull,phenomenon,0,0,0,0,0,0,0,0
Enull,philanthropic,0,0,0,0,0,0,0,1
Enull,philanthropist,0,0,0,0,0,0,0,1
Enull,philanthropy,0,0,0,0,0,0,0,0
Enull,philosopher,0,0,0,0,0,0,0,1
Enull,philosophic,0,0,0,0,0,0,0,0
Enull,philosophical,0,0,0,0,0,0,0,0
Enull,philosophy,0,0,0,0,0,0,0,0
Enull,phlegm,0,0,1,0,0,0,0,0
Enull,phoenix,0,0,0,0,0,0,0,0
Enull,phone,0,0,0,0,0,0,0,0
Enull,phonetic,0,0,0,0,0,0,0,0
Enull,phonetics,0,0,0,0,0,0,0,0
Enull,phonics,0,0,0,0,0,0,0,0
Enull,phonograph,0,0,0,0,0,0,0,0
Enull,phonology,0,0,0,0,0,0,0,0
Enull,phony,1,0,1,0,0,0,0,0
Enull,phosphor,0,0,0,0,0,0,0,0
Enull,phosphorus,0,0,0,0,0,0,0,0
Enull,photo,0,0,0,0,0,0,0,0
Enull,photogenic,0,0,0,0,0,0,0,0
Enull,photograph,0,0,0,0,0,0,0,0
Enull,photographer,0,0,0,0,0,0,0,0
Enull,photography,0,0,0,0,0,0,0,0
Enull,photometry,0,0,0,0,0,0,0,0
Enull,phrase,0,0,0,0,0,0,0,0
Enull,phraseology,0,0,0,0,0,0,0,0
Enull,phylogeny,0,0,0,0,0,0,0,0
Enull,physical,0,0,0,0,0,0,0,0
Enull,physician,0,0,0,0,0,0,0,1
Enull,physicist,0,0,0,0,0,0,0,1
Enull,physics,0,0,0,0,0,0,0,0
Enull,physiology,0,0,0,0,0,0,0,0
Enull,physique,0,0,0,0,0,0,0,0
Enull,pianist,0,0,0,0,0,0,0,0
Enull,piano,0,0,0,0,0,0,0,0
Enull,piazza,0,0,0,0,0,0,0,0
Enull,piccolo,0,0,0,0,0,0,0,0
Enull,pick,0,0,0,0,0,0,0,0
Enull,picked,0,0,0,0,0,0,0,0
Enull,picket,1,1,0,1,0,0,0,0
Enull,picketing,1,0,0,0,0,0,0,0
Enull,pickle,0,0,0,0,0,0,0,0
Enull,pickup,0,0,0,0,0,0,0,0
Enull,picnic,0,1,0,0,1,0,1,1
Enull,pictorial,0,0,0,0,0,0,0,0
Enull,picture,0,0,0,0,0,0,0,0
Enull,picturesque,0,0,0,0,1,0,0,0
Enull,pie,0,0,0,0,0,0,0,0
Enull,piecemeal,0,0,0,0,0,0,0,0
Enull,pied,0,0,0,0,0,0,0,0
Enull,pier,0,0,0,0,0,0,0,0
Enull,pierce,0,0,0,0,0,0,0,0
Enull,piety,0,0,0,0,0,0,0,0
Enull,pig,0,0,1,0,0,0,0,0
Enull,pigeon,0,0,0,0,0,0,0,0
Enull,pigment,0,0,0,0,0,0,0,0
Enull,pike,0,0,0,0,0,0,0,0
Enull,pile,0,0,0,0,0,0,0,0
Enull,piles,0,0,1,0,0,0,0,0
Enull,pilgrim,0,0,0,0,0,0,0,0
Enull,pilgrimage,0,0,0,0,0,0,0,0
Enull,pill,0,0,0,0,0,0,0,1
Enull,pillage,1,0,1,1,0,0,0,0
Enull,pillar,0,0,0,0,0,0,0,0
Enull,pillow,0,0,0,0,0,0,0,0
Enull,pillowcase,0,0,0,0,0,0,0,0
Enull,pilot,0,0,0,0,0,0,0,1
Enull,pimp,0,0,0,0,0,0,0,0
Enull,pimple,0,0,1,0,0,0,0,0
Enull,pin,0,0,0,0,0,0,0,0
Enull,pinch,0,0,0,0,0,0,0,0
Enull,pinching,0,0,0,0,0,0,0,0
Enull,pine,0,0,0,0,0,1,0,0
Enull,pineapple,0,0,0,0,0,0,0,0
Enull,ping,0,0,0,0,0,0,0,0
Enull,pinhole,0,0,0,0,0,0,0,0
Enull,pinion,0,0,0,1,0,0,0,0
Enull,pink,0,0,0,0,0,0,0,0
Enull,pinnacle,0,0,0,0,0,0,0,0
Enull,pioneer,0,0,0,0,0,0,0,0
Enull,pious,0,0,1,0,0,1,0,1
Enull,pip,0,0,0,0,0,0,0,0
Enull,pipe,0,0,0,0,0,0,0,0
Enull,piped,0,0,0,0,0,0,0,0
Enull,pipeline,0,0,0,0,0,0,0,0
Enull,piper,0,0,0,0,0,0,0,0
Enull,pipette,0,0,0,0,0,0,0,0
Enull,pique,1,0,0,0,0,0,0,0
Enull,piracy,0,0,0,0,0,0,0,0
Enull,pirate,1,0,0,0,0,0,0,0
Enull,piscina,0,0,0,0,0,0,0,0
Enull,pistol,0,0,0,0,0,0,0,0
Enull,piston,0,0,0,0,0,0,0,0
Enull,pit,0,0,0,0,0,0,0,0
Enull,pitch,0,0,0,0,0,0,0,0
Enull,pitcher,0,0,0,0,0,0,0,0
Enull,pitfall,1,0,1,1,0,1,1,0
Enull,pith,0,0,0,0,0,0,0,1
Enull,pithy,0,0,0,0,0,0,0,0
Enull,pitted,0,0,0,0,0,0,0,0
Enull,pity,0,0,0,0,0,1,0,0
Enull,pivot,0,0,0,0,0,0,0,1
Enull,pix,0,0,0,0,0,0,0,0
Enull,placard,0,0,0,0,0,0,1,0
Enull,place,0,0,0,0,0,0,0,0
Enull,placebo,0,0,0,0,0,0,0,0
Enull,placid,0,0,0,0,0,0,0,0
Enull,placket,0,0,0,0,0,0,0,0
Enull,plagiarism,0,0,1,0,0,0,0,0
Enull,plague,0,0,1,1,0,1,0,0
Enull,plaid,0,0,0,0,0,0,0,0
Enull,plain,0,0,0,0,0,0,0,0
Enull,plaintiff,0,0,0,0,0,0,0,0
Enull,plaintive,0,0,0,0,0,1,0,0
Enull,plan,0,1,0,0,0,0,0,0
Enull,plane,0,0,0,0,0,0,0,0
Enull,planet,0,0,0,0,0,0,0,0
Enull,planetarium,0,0,0,0,0,0,0,0
Enull,planets,0,0,0,0,0,0,0,0
Enull,plank,0,0,0,0,0,0,0,0
Enull,planned,0,0,0,0,0,0,0,0
Enull,planning,0,1,0,0,0,0,0,1
Enull,plant,0,0,0,0,0,0,0,0
Enull,plantation,0,0,0,0,0,0,0,0
Enull,planter,0,0,0,0,0,0,0,0
Enull,planting,0,0,0,0,0,0,0,0
Enull,plasma,0,0,0,0,0,0,0,0
Enull,plaster,0,0,0,0,0,0,0,0
Enull,plastic,0,0,0,0,0,0,0,0
Enull,plasticity,0,0,0,0,0,0,0,0
Enull,plat,0,0,0,0,0,0,0,0
Enull,plate,0,0,0,0,0,0,0,0
Enull,plateau,0,0,0,0,0,0,0,0
Enull,plated,0,0,0,0,0,0,0,0
Enull,platform,0,0,0,0,0,0,0,0
Enull,plating,0,0,0,0,0,0,0,0
Enull,platoon,0,0,0,0,0,0,0,0
Enull,platter,0,0,0,0,0,0,0,0
Enull,plausibility,0,0,0,0,0,0,0,0
Enull,play,0,0,0,0,0,0,0,0
Enull,playa,0,0,0,0,0,0,0,0
